:START_ID(Health-ID),:END_ID(Health-ID),:TYPE
R7082,sR922,简介概述
R1677,sR923,类别
R1677,sR924,地址
R1677,sR925,地理位置
R1691,sR926,类别
R1691,sR927,地址
R1691,sR928,地理位置
R6573,R5512,涉及检查
R6573,R2301,涉及检查
R1995,sR929,类别
R1995,sR930,地址
R1995,sR931,地理位置
R1446,sR932,类别
R1446,sR933,地址
R1446,sR934,地理位置
R5735,sR935,类别
R5735,sR936,地址
R5735,sR937,地理位置
R2588,sR938,类别
R2588,sR939,地址
R2588,sR940,地理位置
R6985,R6080,涉及症状
R6985,R7065,涉及症状
R6985,R6889,涉及症状
R6985,sR941,起因
R6985,R6446,涉及疾病
R6985,sR942,诊断
R6985,sR943,预防
R6985,sR944,简介概述
R5306,sR945,类别
R5306,sR946,地址
R5306,sR947,地理位置
R2874,sR948,类别
R2874,sR949,地址
R2874,sR950,地理位置
R2465,sR951,类别
R2465,sR952,地址
R2465,sR953,地理位置
R5257,sR954,类别
R5257,sR955,地址
R5257,sR956,地理位置
R5924,sR957,类别
R5924,sR958,地址
R5924,sR959,地理位置
R2287,sR960,类别
R2287,sR961,地址
R2287,sR962,地理位置
R6979,R6962,涉及症状
R6979,R7079,涉及症状
R6979,R6861,涉及症状
R6979,R7013,涉及症状
R6979,R6853,涉及症状
R6979,R7080,涉及症状
R6979,sR963,起因
R6979,R6195,涉及疾病
R6979,R6380,涉及疾病
R6979,R6258,涉及疾病
R6979,sR964,诊断
R6979,sR965,预防
R6979,sR966,简介概述
R3206,sR967,类别
R3206,sR968,地址
R3206,sR969,地理位置
R404,sR970,类别
R404,sR971,地址
R404,sR972,地理位置
R1134,sR973,类别
R1134,sR974,地址
R1134,sR975,地理位置
R4133,sR976,类别
R4133,sR977,地址
R4133,sR978,地理位置
R3601,sR979,类别
R3601,sR980,地址
R3601,sR981,地理位置
R4585,sR982,类别
R4585,sR983,地址
R4585,sR984,地理位置
R4569,sR985,地址
R4569,sR986,地理位置
R6200,R4731,涉及检查
R4346,sR987,类别
R4346,sR988,地址
R4346,sR989,地理位置
R6540,R2565,涉及检查
R3952,sR990,类别
R3952,sR991,地址
R3952,sR992,地理位置
R3418,sR993,类别
R3418,sR994,地址
R3418,sR995,地理位置
R4117,sR996,类别
R4117,sR997,地址
R4117,sR998,地理位置
R2978,sR999,类别
R2978,sR1000,地址
R2978,sR1001,地理位置
R4405,sR1002,类别
R4405,sR1003,地址
R4405,sR1004,地理位置
R2293,sR1005,类别
R2293,sR1006,地址
R2293,sR1007,地理位置
R2087,sR1008,类别
R2087,sR1009,地址
R2087,sR1010,地理位置
R5105,sR1011,类别
R5105,sR1012,地址
R5105,sR1013,地理位置
R2182,sR1014,类别
R2182,sR1015,地址
R2182,sR1016,地理位置
R2884,sR1017,类别
R2884,sR1018,地址
R2884,sR1019,地理位置
R4833,sR1020,类别
R4833,sR1021,地址
R4833,sR1022,地理位置
R509,sR1023,类别
R509,sR1024,地址
R509,sR1025,地理位置
R214,sR1026,类别
R214,sR1027,地址
R214,sR1028,地理位置
R1545,sR1029,类别
R1545,sR1030,地址
R1545,sR1031,地理位置
R7078,R1833,涉及症状
R7078,R6880,涉及症状
R7078,sR1032,起因
R7078,R6216,涉及疾病
R7078,R6441,涉及疾病
R7078,R6417,涉及疾病
R7078,sR1033,诊断
R7078,sR1034,预防
R7078,sR1035,简介概述
R3667,sR1036,类别
R3667,sR1037,地址
R3667,sR1038,地理位置
R1520,sR1039,类别
R1520,sR1040,地址
R1520,sR1041,地理位置
R2414,sR1042,类别
R2414,sR1043,地址
R2414,sR1044,地理位置
R2282,sR1045,类别
R2282,sR1046,地址
R2282,sR1047,地理位置
R3867,sR1048,类别
R3867,sR1049,地址
R3867,sR1050,地理位置
R1007,sR1051,类别
R1007,sR1052,地址
R1007,sR1053,地理位置
R1420,sR1054,地址
R1420,sR1055,地理位置
R2796,sR1056,类别
R2796,sR1057,地址
R2796,sR1058,地理位置
R3295,sR1059,类别
R3295,sR1060,地址
R3295,sR1061,地理位置
R5717,sR1062,类别
R5717,sR1063,地址
R5717,sR1064,地理位置
R716,sR1065,类别
R716,sR1066,地址
R716,sR1067,地理位置
R3774,sR1068,类别
R3774,sR1069,地址
R3774,sR1070,地理位置
R4897,sR1071,类别
R4897,sR1072,地址
R4897,sR1073,地理位置
R6033,sR1074,类别
R6033,sR1075,地址
R6033,sR1076,地理位置
R3511,sR1077,类别
R3511,sR1078,地址
R3511,sR1079,地理位置
R900,sR1080,类别
R900,sR1081,地址
R900,sR1082,地理位置
R4941,sR1083,类别
R4941,sR1084,地址
R4941,sR1085,地理位置
R4614,sR1086,类别
R4614,sR1087,地址
R4614,sR1088,地理位置
R2174,sR1089,类别
R2174,sR1090,地址
R2174,sR1091,地理位置
R718,sR1092,类别
R718,sR1093,地址
R718,sR1094,地理位置
R5463,sR1095,类别
R5463,sR1096,地址
R5463,sR1097,地理位置
R2811,sR1098,类别
R2811,sR1099,地址
R2811,sR1100,地理位置
R573,sR1101,类别
R573,sR1102,地址
R573,sR1103,地理位置
R4004,sR1104,类别
R4004,sR1105,地址
R4004,sR1106,地理位置
R3065,sR1107,类别
R3065,sR1108,地址
R3065,sR1109,地理位置
R512,sR1110,类别
R512,sR1111,地址
R512,sR1112,地理位置
R3256,sR1113,类别
R3256,sR1114,地址
R3256,sR1115,地理位置
R2313,sR1116,类别
R2313,sR1117,地址
R2313,sR1118,地理位置
R527,sR1119,类别
R527,sR1120,地址
R527,sR1121,地理位置
R1465,sR1122,类别
R1465,sR1123,地址
R1465,sR1124,地理位置
R4574,sR1125,类别
R4574,sR1126,地址
R4574,sR1127,地理位置
R3872,sR1128,类别
R3872,sR1129,地址
R3872,sR1130,地理位置
R1495,sR1131,类别
R1495,sR1132,地址
R1495,sR1133,地理位置
R3242,sR1134,类别
R3242,sR1135,地址
R3242,sR1136,地理位置
R7034,R6943,涉及症状
R7034,sR1137,起因
R7034,R2301,涉及检查
R7034,sR1138,诊断
R7034,sR1139,预防
R7034,sR1140,简介概述
R966,sR1141,类别
R966,sR1142,地址
R966,sR1143,地理位置
R5137,sR1144,类别
R5137,sR1145,地址
R5137,sR1146,地理位置
R4101,sR1147,类别
R4101,sR1148,地址
R4101,sR1149,地理位置
R3600,sR1150,类别
R3600,sR1151,地址
R3600,sR1152,地理位置
R4064,sR1153,类别
R4064,sR1154,地址
R4064,sR1155,地理位置
R46,sR1156,类别
R46,sR1157,地址
R46,sR1158,地理位置
R4109,sR1159,类别
R4109,sR1160,地址
R4109,sR1161,地理位置
R384,sR1162,类别
R384,sR1163,地址
R384,sR1164,地理位置
R1417,sR1165,类别
R1417,sR1166,地址
R1417,sR1167,地理位置
R2247,sR1168,类别
R2247,sR1169,地址
R2247,sR1170,地理位置
R1866,sR1171,类别
R1866,sR1172,地址
R1866,sR1173,地理位置
R754,sR1174,类别
R754,sR1175,地址
R754,sR1176,地理位置
R483,sR1177,类别
R483,sR1178,地址
R483,sR1179,地理位置
R4280,sR1180,类别
R4280,sR1181,地址
R4280,sR1182,地理位置
R6363,R790,涉及检查
R5299,sR1183,类别
R5299,sR1184,地址
R5299,sR1185,地理位置
R6245,R3272,涉及检查
R6245,R2301,涉及检查
R3963,sR1186,类别
R3963,sR1187,地址
R3963,sR1188,地理位置
R5937,sR1189,类别
R5937,sR1190,地址
R5937,sR1191,地理位置
R3870,sR1192,类别
R3870,sR1193,地址
R3870,sR1194,地理位置
R1928,sR1195,类别
R1928,sR1196,地址
R1928,sR1197,地理位置
R6148,sR1198,类别
R6148,sR1199,地址
R6148,sR1200,地理位置
R6829,R6920,涉及症状
R6829,R7082,涉及症状
R6829,R6790,涉及症状
R6829,R7068,涉及症状
R6829,sR1201,起因
R6829,R1610,涉及检查
R6829,sR1202,诊断
R6829,sR1203,预防
R6829,sR1204,简介概述
R2301,sR1205,临床意义
R2301,sR1206,参考值
R2301,sR1207,提示
R2301,R7075,涉及症状
R2301,R6733,涉及症状
R2301,R7053,涉及症状
R2301,R6847,涉及症状
R2301,R6884,涉及症状
R2301,R6787,涉及症状
R2301,R6929,涉及症状
R2301,R6970,涉及症状
R2301,R6996,涉及症状
R2301,R7005,涉及症状
R2301,R7019,涉及症状
R2301,R6845,涉及症状
R2301,R7016,涉及症状
R2301,R7045,涉及症状
R2301,R6962,涉及症状
R2301,R6822,涉及症状
R2301,R6948,涉及症状
R2301,R6871,涉及症状
R2301,R6983,涉及症状
R2301,R7034,涉及症状
R2301,R6727,涉及症状
R2301,R6808,涉及症状
R2301,R6706,涉及症状
R2301,R6693,涉及症状
R2301,R6740,涉及症状
R2301,R6905,涉及症状
R2301,R6736,涉及症状
R2301,R6770,涉及症状
R2301,R6955,涉及症状
R2301,R6973,涉及症状
R2301,R7106,涉及症状
R2301,R6902,涉及症状
R2301,R6749,涉及症状
R2301,R6748,涉及症状
R2301,R6795,涉及症状
R2301,R6972,涉及症状
R2301,R6935,涉及症状
R2301,R7025,涉及症状
R2301,R7036,涉及症状
R2301,R7109,涉及症状
R2301,sR1208,不良反应
R2301,R6289,涉及疾病
R2301,R6198,涉及疾病
R2301,R6453,涉及疾病
R2301,R6163,涉及疾病
R2301,R6264,涉及疾病
R2301,R6166,涉及疾病
R2301,R6377,涉及疾病
R2301,R6182,涉及疾病
R2301,R6559,涉及疾病
R2301,R3344,涉及疾病
R2301,R6514,涉及疾病
R2301,R6351,涉及疾病
R2301,R6547,涉及疾病
R2301,R6332,涉及疾病
R2301,R6245,涉及疾病
R2301,R6308,涉及疾病
R2301,R6535,涉及疾病
R2301,R6318,涉及疾病
R2301,R6326,涉及疾病
R2301,R6306,涉及疾病
R2301,R6419,涉及疾病
R2301,R6431,涉及疾病
R2301,R6187,涉及疾病
R2301,R6263,涉及疾病
R2301,R6179,涉及疾病
R2301,R6491,涉及疾病
R2301,R6191,涉及疾病
R2301,R6391,涉及疾病
R2301,R6560,涉及疾病
R2301,R6543,涉及疾病
R2301,R6176,涉及疾病
R2301,R6573,涉及疾病
R2301,R6293,涉及疾病
R2301,R6357,涉及疾病
R2301,R6510,涉及疾病
R2301,R6304,涉及疾病
R2301,R6501,涉及疾病
R2301,R6215,涉及疾病
R2301,R6325,涉及疾病
R2301,R6232,涉及疾病
R2301,R731,涉及疾病
R2301,R6401,涉及疾病
R2301,R6291,涉及疾病
R2301,R6572,涉及疾病
R2301,R6484,涉及疾病
R2301,R6424,涉及疾病
R2301,R6378,涉及疾病
R2301,R6467,涉及疾病
R2301,R6311,涉及疾病
R2301,R6439,涉及疾病
R2301,sR1209,是否空腹
R2301,sR1210,注意事项
R2301,sR1211,简介概述
R2301,sR1212,适应症
R2301,sR1213,详细过程
R5686,sR1214,类别
R5686,sR1215,地址
R5686,sR1216,地理位置
R1955,sR1217,类别
R1955,sR1218,地址
R1955,sR1219,地理位置
R5899,sR1220,类别
R5899,sR1221,地址
R5899,sR1222,地理位置
R2386,sR1223,类别
R2386,sR1224,地址
R2386,sR1225,地理位置
R922,sR1226,地址
R922,sR1227,地理位置
R3835,sR1228,类别
R3835,sR1229,地址
R3835,sR1230,地理位置
R3938,sR1231,类别
R3938,sR1232,地址
R3938,sR1233,地理位置
R6130,sR1234,类别
R6130,sR1235,地址
R6130,sR1236,地理位置
R2110,sR1237,类别
R2110,sR1238,地址
R2110,sR1239,地理位置
R3649,sR1240,类别
R3649,sR1241,地址
R3649,sR1242,地理位置
R2475,sR1243,类别
R2475,sR1244,地址
R2475,sR1245,地理位置
R1674,sR1246,类别
R1674,sR1247,地址
R1674,sR1248,地理位置
R2842,sR1249,类别
R2842,sR1250,地址
R2842,sR1251,地理位置
R3343,sR1252,定义
R2385,sR1253,类别
R2385,sR1254,地址
R2385,sR1255,地理位置
R448,sR1256,类别
R448,sR1257,地址
R448,sR1258,地理位置
R4627,sR1259,类别
R4627,sR1260,地址
R4627,sR1261,地理位置
R1490,sR1262,类别
R1490,sR1263,地址
R1490,sR1264,地理位置
R4063,sR1265,类别
R4063,sR1266,地址
R4063,sR1267,地理位置
R6106,sR1268,类别
R6106,sR1269,地址
R6106,sR1270,地理位置
R2740,sR1271,类别
R2740,sR1272,地址
R2740,sR1273,地理位置
R4939,sR1274,类别
R4939,sR1275,地址
R4939,sR1276,地理位置
R3201,sR1277,类别
R3201,sR1278,地址
R3201,sR1279,地理位置
R2605,sR1280,类别
R2605,sR1281,地址
R2605,sR1282,地理位置
R3647,sR1283,类别
R3647,sR1284,地址
R3647,sR1285,地理位置
R1114,sR1286,类别
R1114,sR1287,地址
R1114,sR1288,地理位置
R2589,sR1289,类别
R2589,sR1290,地址
R2589,sR1291,地理位置
R886,sR1292,类别
R886,sR1293,地址
R886,sR1294,地理位置
R4616,sR1295,类别
R4616,sR1296,地址
R4616,sR1297,地理位置
R4981,sR1298,类别
R4981,sR1299,地址
R4981,sR1300,地理位置
R1127,sR1301,类别
R1127,sR1302,地址
R1127,sR1303,地理位置
R3320,sR1304,类别
R3320,sR1305,地址
R3320,sR1306,地理位置
R4583,R4282,科室
R4583,sR1307,ICD10编码
R4583,sR1308,发病机制
R4583,sR1309,诊断
R4583,sR1310,简介概述
R4583,sR1311,治疗方法
R6883,R6985,涉及症状
R6883,R6813,涉及症状
R6883,R4241,涉及症状
R6883,R6799,涉及症状
R6883,R6691,涉及症状
R6883,R6851,涉及症状
R6883,R1833,涉及症状
R6883,sR1312,起因
R6883,sR1313,诊断
R6883,sR1314,预防
R6883,sR1315,简介概述
R1969,sR1316,类别
R1969,sR1317,地址
R1969,sR1318,地理位置
R2532,sR1319,类别
R2532,sR1320,地址
R2532,sR1321,地理位置
R1891,sR1322,类别
R1891,sR1323,地址
R1891,sR1324,地理位置
R4598,sR1325,类别
R4598,sR1326,地址
R4598,sR1327,地理位置
R4390,sR1328,类别
R4390,sR1329,地址
R4390,sR1330,地理位置
R2876,sR1331,类别
R2876,sR1332,地址
R2876,sR1333,地理位置
R5473,sR1334,类别
R5473,sR1335,地址
R5473,sR1336,地理位置
R7093,R6981,涉及症状
R7093,R6831,涉及症状
R7093,sR1337,起因
R7093,R6556,涉及疾病
R7093,R273,涉及检查
R7093,sR1338,诊断
R7093,sR1339,预防
R7093,sR1340,简介概述
R4625,R6737,涉及症状
R4625,R6789,涉及症状
R4625,R6943,涉及症状
R4625,R6793,涉及症状
R4625,R7097,涉及症状
R4625,R6966,涉及症状
R4625,R7079,涉及症状
R4625,sR1341,起因
R4625,R6485,涉及疾病
R4625,R6395,涉及疾病
R4625,R6539,涉及疾病
R4625,R6355,涉及疾病
R4625,sR1342,诊断
R4625,sR1343,预防
R4625,sR1344,简介概述
R2396,sR1345,类别
R2396,sR1346,地址
R2396,sR1347,地理位置
R2388,sR1348,类别
R2388,sR1349,地址
R2388,sR1350,地理位置
R705,sR1351,类别
R705,sR1352,地址
R705,sR1353,地理位置
R740,sR1354,类别
R740,sR1355,地址
R740,sR1356,地理位置
R5393,sR1357,类别
R5393,sR1358,地址
R5393,sR1359,地理位置
R2592,sR1360,类别
R2592,sR1361,地址
R2592,sR1362,地理位置
R3589,sR1363,类别
R3589,sR1364,地址
R3589,sR1365,地理位置
R1120,sR1366,类别
R1120,sR1367,地址
R1120,sR1368,地理位置
R828,sR1369,类别
R828,sR1370,地址
R828,sR1371,地理位置
R5943,sR1372,类别
R5943,sR1373,地址
R5943,sR1374,地理位置
R1483,sR1375,类别
R1483,sR1376,地址
R1483,sR1377,地理位置
R6547,R5908,科室
R6547,R3691,科室
R6547,R6600,涉及症状
R6547,R7036,涉及症状
R6547,R6747,涉及症状
R6547,sR1378,ICD10编码
R6547,sR1379,饮食禁忌
R6547,sR1380,并发症
R6547,sR1381,发病机制
R6547,sR1382,发病部位
R6547,R2301,涉及检查
R6547,R1984,涉及检查
R6547,R3620,涉及检查
R6547,R5512,涉及检查
R6547,sR1383,预防
R6547,sR1384,简介概述
R6547,sR1385,高发人群
R4124,sR1386,类别
R4124,sR1387,地址
R4124,sR1388,地理位置
R3939,sR1389,类别
R3939,sR1390,地址
R3939,sR1391,地理位置
R2181,sR1392,类别
R2181,sR1393,地址
R2181,sR1394,地理位置
R1272,sR1395,类别
R1272,sR1396,地址
R1272,sR1397,地理位置
R5792,sR1398,地址
R5792,sR1399,地理位置
R6301,R272,科室
R6301,R6647,涉及症状
R6301,sR1400,ICD10编码
R6301,sR1401,并发症
R6301,sR1402,发病机制
R6301,sR1403,一般治疗
R6301,sR1404,诊断
R6301,sR1405,预防
R6301,sR1406,预后
R6301,sR1407,随访
R6301,sR1408,简介概述
R6301,sR1409,药物治疗
R6301,sR1410,治疗方法
R3397,sR1411,类别
R3397,sR1412,地址
R3397,sR1413,地理位置
R1459,sR1414,类别
R1459,sR1415,地址
R1459,sR1416,地理位置
R619,sR1417,类别
R619,sR1418,地址
R619,sR1419,地理位置
R4289,sR1420,类别
R4289,sR1421,地址
R4289,sR1422,地理位置
R7108,sR1423,起因
R7108,R3031,涉及检查
R7108,sR1424,诊断
R7108,sR1425,预防
R7108,sR1426,简介概述
R1244,sR1427,类别
R1244,sR1428,地址
R1244,sR1429,地理位置
R3876,sR1430,类别
R3876,sR1431,地址
R3876,sR1432,地理位置
R1323,sR1433,类别
R1323,sR1434,地址
R1323,sR1435,地理位置
R2353,sR1436,类别
R2353,sR1437,地址
R2353,sR1438,地理位置
R4902,sR1439,类别
R4902,sR1440,地址
R4902,sR1441,地理位置
R3839,sR1442,类别
R3839,sR1443,地址
R3839,sR1444,地理位置
R526,sR1445,防护标准
R3866,sR1446,类别
R3866,sR1447,地址
R3866,sR1448,地理位置
R72,sR1449,类别
R72,sR1450,地址
R72,sR1451,地理位置
R4650,sR1452,类别
R4650,sR1453,地址
R4650,sR1454,地理位置
R1402,sR1455,类别
R1402,sR1456,地址
R1402,sR1457,地理位置
R3759,sR1458,类别
R3759,sR1459,地址
R3759,sR1460,地理位置
R4407,sR1461,类别
R4407,sR1462,地址
R4407,sR1463,地理位置
R226,sR1464,类别
R226,sR1465,地址
R226,sR1466,地理位置
R15,sR1467,类别
R15,sR1468,地址
R15,sR1469,地理位置
R4056,sR1470,类别
R4056,sR1471,地址
R4056,sR1472,地理位置
R297,sR1473,类别
R297,sR1474,地址
R297,sR1475,地理位置
R6191,R3272,涉及检查
R6191,R2301,涉及检查
R330,sR1476,类别
R330,sR1477,地址
R330,sR1478,地理位置
R339,sR1479,类别
R339,sR1480,地址
R339,sR1481,地理位置
R6344,R273,涉及检查
R5877,sR1482,类别
R5877,sR1483,地址
R5877,sR1484,地理位置
R5145,sR1485,类别
R5145,sR1486,地址
R5145,sR1487,地理位置
R3974,sR1488,类别
R3974,sR1489,地址
R3974,sR1490,地理位置
R6022,sR1491,类别
R6022,sR1492,地址
R6022,sR1493,地理位置
R980,sR1494,类别
R980,sR1495,地址
R980,sR1496,地理位置
R300,sR1497,类别
R300,sR1498,地址
R300,sR1499,地理位置
R110,sR1500,类别
R110,sR1501,地址
R110,sR1502,地理位置
R5258,sR1503,类别
R5258,sR1504,地址
R5258,sR1505,地理位置
R3776,sR1506,类别
R3776,sR1507,地址
R3776,sR1508,地理位置
R4743,sR1509,类别
R4743,sR1510,地址
R4743,sR1511,地理位置
R3638,sR1512,类别
R3638,sR1513,地址
R3638,sR1514,地理位置
R3728,sR1515,类别
R3728,sR1516,地址
R3728,sR1517,地理位置
R5569,sR1518,类别
R5569,sR1519,地址
R5569,sR1520,地理位置
R4055,sR1521,类别
R4055,sR1522,地址
R4055,sR1523,地理位置
R4213,sR1524,类别
R4213,sR1525,地址
R4213,sR1526,地理位置
R5426,sR1527,类别
R5426,sR1528,地址
R5426,sR1529,地理位置
R6895,R7011,涉及症状
R6895,sR1530,起因
R6895,R6355,涉及疾病
R6895,R6437,涉及疾病
R6895,R6280,涉及疾病
R6895,R6485,涉及疾病
R6895,sR1531,诊断
R6895,sR1532,预防
R6895,sR1533,简介概述
R1639,sR1534,类别
R1639,sR1535,地址
R1639,sR1536,地理位置
R3267,sR1537,类别
R3267,sR1538,地址
R3267,sR1539,地理位置
R748,sR1540,类别
R748,sR1541,地址
R748,sR1542,地理位置
R2029,sR1543,类别
R2029,sR1544,地址
R2029,sR1545,地理位置
R4742,sR1546,类别
R4742,sR1547,地址
R4742,sR1548,地理位置
R4271,sR1549,类别
R4271,sR1550,地址
R4271,sR1551,地理位置
R6374,R2803,科室
R6374,R6800,涉及症状
R6374,R6970,涉及症状
R6374,R6939,涉及症状
R6374,sR1552,ICD10编码
R6374,sR1553,饮食禁忌
R6374,sR1554,并发症
R6374,sR1555,发病机制
R6374,sR1556,一般治疗
R6374,sR1557,发病部位
R6374,R1610,涉及检查
R6374,sR1558,诊断
R6374,sR1559,预防
R6374,sR1560,预后
R6374,sR1561,随访
